threshold,missclasified,tag_correct,tag_incorrect,CER
0.0,6169,20371,0,0.30283245790584656
5e-08,6037,17293,3078,0.296352658190565
1e-07,6008,17018,3353,0.2949290658288744
1.5e-07,6018,16880,3491,0.2954199597466987
2e-07,6020,16766,3605,0.2955181385302636
2.5e-07,6038,16654,3717,0.29640174758234744
3e-07,6044,16590,3781,0.2966962839330421
3.5e-07,6041,16525,3846,0.29654901575769477
4e-07,6036,16470,3901,0.29630356879878256
4.5e-07,6020,16412,3959,0.2955181385302636
5e-07,6026,16368,4003,0.29581267488095825
5.5e-07,6023,16319,4052,0.2956654067056109
6e-07,6025,16277,4094,0.2957635854891758
6.499999999999999e-07,6032,16238,4133,0.29610721123165284
7e-07,6029,16205,4166,0.2959599430563055
7.5e-07,6028,16168,4203,0.2959108536645231
8e-07,6027,16127,4244,0.29586176427274063
8.499999999999999e-07,6022,16096,4275,0.2956163173138285
9e-07,6008,16076,4295,0.2949290658288744
9.5e-07,6007,16053,4318,0.29487997643709196
1e-06,6009,16019,4352,0.2949781552206568
