threshold,missclasified,tag_correct,tag_incorrect,CER
0.0,6169,20371,0,0.30283245790584656
5.0000000000000005e-12,6169,20371,0,0.30283245790584656
1.0000000000000001e-11,6169,20371,0,0.30283245790584656
1.5e-11,6169,20371,0,0.30283245790584656
2.0000000000000002e-11,6169,20371,0,0.30283245790584656
2.5000000000000004e-11,6169,20371,0,0.30283245790584656
3e-11,6169,20371,0,0.30283245790584656
3.5e-11,6169,20371,0,0.30283245790584656
4.0000000000000004e-11,6169,20371,0,0.30283245790584656
4.5000000000000006e-11,6169,20371,0,0.30283245790584656
5.000000000000001e-11,6169,20371,0,0.30283245790584656
5.5000000000000004e-11,6169,20371,0,0.30283245790584656
6e-11,6169,20371,0,0.30283245790584656
6.500000000000001e-11,6169,20371,0,0.30283245790584656
7e-11,6169,20371,0,0.30283245790584656
7.500000000000001e-11,6169,20371,0,0.30283245790584656
8.000000000000001e-11,6169,20371,0,0.30283245790584656
8.5e-11,6169,20371,0,0.30283245790584656
9.000000000000001e-11,6169,20371,0,0.30283245790584656
9.500000000000001e-11,6169,20371,0,0.30283245790584656
1e-10,6169,20371,0,0.30283245790584656
