threshold,missclasified,tag_correct,tag_incorrect,CER
0.0,6169,20371,0,0.30283245790584656
5e-08,6208,12158,8213,0.3047469441853615
1e-07,6208,12158,8213,0.3047469441853615
1.5e-07,6208,12158,8213,0.3047469441853615
2e-07,6208,12158,8213,0.3047469441853615
2.5e-07,6208,12158,8213,0.3047469441853615
3e-07,6208,12158,8213,0.3047469441853615
3.5e-07,6208,12158,8213,0.3047469441853615
4e-07,6208,12158,8213,0.3047469441853615
4.5e-07,6208,12158,8213,0.3047469441853615
5e-07,6208,12158,8213,0.3047469441853615
5.5e-07,6208,12158,8213,0.3047469441853615
6e-07,6208,12158,8213,0.3047469441853615
6.499999999999999e-07,6208,12158,8213,0.3047469441853615
7e-07,6208,12158,8213,0.3047469441853615
7.5e-07,6208,12158,8213,0.3047469441853615
8e-07,6208,12158,8213,0.3047469441853615
8.499999999999999e-07,6208,12158,8213,0.3047469441853615
9e-07,6208,12158,8213,0.3047469441853615
9.5e-07,6208,12158,8213,0.3047469441853615
1e-06,6208,12158,8213,0.3047469441853615
